case_id,status,employer,soc_name,job_title,full_time,wage
878,CERTIFIED-WITHDRAWN,"MAVENSOFT TECHNOLOGIES, LLC.","COMPUTER OCCUPATIONS, ALL OTHER*",S/W QUALITY ASSURANCE ENGINEER & TESTER,Y,64230
879,WITHDRAWN,YOUNG & RUBICAM INC.,GRAPHIC DESIGNERS,GRAPHIC DESIGNER,Y,33946
880,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67101
881,CERTIFIED-WITHDRAWN,"CAMBRIDGE CM, INC.",CIVIL ENGINEERS,PROJECT ENGINEER,Y,72488
882,CERTIFIED-WITHDRAWN,UNIVERSITY OF FLORIDA,"DENTISTS, GENERAL",CLINICAL ASSISTANT PROFESSOR AND PROGRAM DIRECTOR,Y,95453
883,CERTIFIED-WITHDRAWN,THOMAS UNIVERSITY,"EDUCATION TEACHERS, POSTSECONDARY","INSTRUCTOR, UNIV. & DEVELOPMENTAL STUDIES & ISA",Y,28500
884,CERTIFIED-WITHDRAWN,CERNER CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,54226
885,CERTIFIED-WITHDRAWN,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE, NON R&D",SR. DATABASE/SYSTEMS DEVELOPER,Y,67142
886,WITHDRAWN,QUALCOMM INCORPORATED,COMPUTER HARDWARE ENGINEERS,SENIOR STAFF HARDWARE ENGINEER,Y,105539.2
887,CERTIFIED-WITHDRAWN,"COMPUTER AID, INC.",COMPUTER SYSTEMS ANALYSTS,SR. PROGRAMMER/ANALYST,Y,76128
888,CERTIFIED-WITHDRAWN,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,HYDROLOGISTS,PROJECT SCIENTIST I,Y,60986
889,CERTIFIED-WITHDRAWN,"NOMURA AMERICA SERVICES, LLC","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",ANALYST INFORMATION TECHNOLOGY,Y,69618
890,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER,Y,71906
891,CERTIFIED-WITHDRAWN,ALEXANDER WANG INCORPORATED,FASHION DESIGNERS,SENIOR DESIGNER,Y,100859
892,CERTIFIED-WITHDRAWN,CREDIT SUISSE SECURITIES (USA) LLC,FINANCIAL ANALYSTS,ANALYST,Y,62566
893,CERTIFIED-WITHDRAWN,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,AGRICULTURAL ENGINEERS,ASSISTANT EXTENSION EDUCATOR,Y,48360
894,CERTIFIED-WITHDRAWN,"CAMBRIDGE CM, INC.",COST ESTIMATORS,PROJECT ENGINEER,Y,50003
895,CERTIFIED-WITHDRAWN,"VISION33, INC.",COMPUTER PROGRAMMERS,IMPLEMENTATION CONSULTANT,Y,38563
896,CERTIFIED-WITHDRAWN,VINSYS INFORMATION TECHNOLOGY INC,COMPUTER PROGRAMMERS,COMPUTER PROGRAMMER / ANALYST,Y,60549
897,CERTIFIED-WITHDRAWN,UNIVERSITY OF FLORIDA,BIOLOGICAL TECHNICIANS,POSTDOCTORAL ASSOCIATE,Y,25334
898,CERTIFIED-WITHDRAWN,"AFFILIATED COMPUTER SERVICES, LLC",ACCOUNTANTS AND AUDITORS,AUDIT SUPERVISOR,Y,71677
899,CERTIFIED-WITHDRAWN,HARVARD UNIVERSITY,"BIOLOGICAL SCIENTISTS, ALL OTHER",RESEARCH FELLOW,Y,33010
900,CERTIFIED-WITHDRAWN,RBS SECURITIES INC.,CREDIT ANALYSTS,"VICE PRESIDENT, STRUCTURER",Y,116085
901,CERTIFIED-WITHDRAWN,"TIARA CONSULTING SERVICES, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER,Y,59259
902,WITHDRAWN,CUMMINS INC.,FINANCIAL MANAGERS,"MANAGER, CORPORATE DEVELOPMENT",Y,81037
903,CERTIFIED-WITHDRAWN,JOHNS HOPKINS UNIVERSITY,"BIOLOGICAL SCIENTISTS, ALL OTHER",RESEARCH ASSOCIATE,Y,37336
904,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER (APPLICATIONS DEVELOPER 2),Y,99653
905,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,52832
906,CERTIFIED-WITHDRAWN,"NOMURA AMERICA SERVICES, LLC","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",ANALYST INFORMATION TECHNOLOGY,Y,69618
907,CERTIFIED-WITHDRAWN,"AMERICAN HOME MORTGAGE SERVICING, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, MIDDLEWARE SERVICES",Y,108659
908,CERTIFIED-WITHDRAWN,"QUANTANCE, INC.",ELECTRICAL ENGINEERS,SENIOR IC DESIGN ENGINEER,Y,74942
909,CERTIFIED-WITHDRAWN,EOS ACCOUNTANTS LLP,ACCOUNTANTS AND AUDITORS,ACCOUNTANT (MANAGER),Y,71906
910,WITHDRAWN,"AMEC ENVIRONMENT & INFRASTRUCTURE, INC.",CARTOGRAPHERS AND PHOTOGRAMMETRISTS,GIS SPECIALIST,Y,43742
911,WITHDRAWN,VENIO LLC,DATABASE ADMINISTRATORS,DATA ANALYST,Y,53456
912,CERTIFIED-WITHDRAWN,"PHILIPS ULTRASOUND, INC.",BIOMEDICAL ENGINEERS,SYSTEM DESIGN ENGINEER,Y,79414
913,CERTIFIED,"CONVIVA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SR. SOFTWARE ENGINEER,Y,134638
914,CERTIFIED,AMAZON CORPORATE LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOFTWARE DEVELOPMENT MANAGER,Y,98155
915,CERTIFIED-WITHDRAWN,HARVARD UNIVERSITY,"BIOLOGICAL SCIENTISTS, ALL OTHER",RESEARCH FELLOW,Y,33010
916,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,45198
917,CERTIFIED-WITHDRAWN,"CIGITAL, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SECURITY CONSULTANT,Y,83762
918,WITHDRAWN,CA TECHNOLOGIES,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,69930
919,WITHDRAWN,GROUPM WORLDWIDE INC. - MEC,"MEDIA AND COMMUNICATION WORKERS, ALL OTHER",JUNIOR PLANNER,Y,26083
920,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROJECT MANAGER,Y,94078
921,CERTIFIED-WITHDRAWN,THE ALLIANCE FOR SUSTAINABLE ENERGY LLC,"PHYSICAL SCIENTISTS, ALL OTHER",SR. RESEARCH ASSOCIATE,Y,83221
922,CERTIFIED-WITHDRAWN,JOHNS HOPKINS UNIVERSITY,"PHYSICIANS AND SURGEONS, ALL OTHER",RESIDENT,Y,50957
923,WITHDRAWN,"THE SCRIPPS RESEARCH INSTITUTE, SCRIPPS FLORIDA",BIOCHEMISTS AND BIOPHYSICISTS,RESEARCH ASSOCIATE,Y,38293
924,CERTIFIED-WITHDRAWN,BANK OF AMERICA N.A.,COMPUTER SYSTEMS ANALYSTS,OFFICER; BUSN ANLY ANALYST-CAPMKT-FRT OFC,Y,50939
925,CERTIFIED-WITHDRAWN,THE TRUSTEES OF PRINCETON UNIVERSITY,CHEMICAL ENGINEERS,POSTDOCTORAL RESEARCH ASSOCIATE,Y,36400
926,CERTIFIED,COLGATE-PALMOLIVE COMPANY,"MANAGERS, ALL OTHER",ASSISTANT BRAND MANAGER,Y,81494
927,CERTIFIED-WITHDRAWN,"ADVANCED MICRO DEVICES, INC.",MANAGEMENT ANALYSTS,MBA LEADERSHIP DEVELOPMENT PROGRAM MANAGER,Y,79206
928,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF IOWA,"MATHEMATICAL SCIENCE TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,68533
929,CERTIFIED,"SUNERA TECHNOLOGIES, INC",COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,68578
930,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
931,CERTIFIED-WITHDRAWN,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC",FINANCIAL ANALYSTS,SENIOR ASSOCIATE,Y,113859
932,CERTIFIED,"SUNERA TECHNOLOGIES, INC",COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,68578
933,CERTIFIED-WITHDRAWN,TEXAS STATE UNIVERSITY-SAN MARCOS,"ELECTRICAL ENGINEERS, R&D",POST DOCTORAL RESEARCH ASSOCIATE,Y,31346
934,CERTIFIED-WITHDRAWN,"OPTOVUE, INC.",BIOCHEMISTS AND BIOPHYSICISTS,SCIENTIST,Y,74672
935,CERTIFIED-WITHDRAWN,BECKMAN RESEARCH INSTITUTE OF THE CITY OF HOPE,CHEMISTS,STAFF SCIENTIST,Y,56298.72
936,CERTIFIED-WITHDRAWN,BETH ISRAEL DEACONESS MEDICAL CENTER,"BIOLOGICAL SCIENTISTS, ALL OTHER",RESEARCH FELLOW / RESEARCH FELLOW,Y,33010
937,CERTIFIED-WITHDRAWN,CREDIT SUISSE SECURITIES (USA) LLC,FINANCIAL ANALYSTS,ANALYST,Y,62566
938,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,60507
939,CERTIFIED-WITHDRAWN,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,STATISTICIANS,SENIOR DATA ANALYST,Y,54309
940,WITHDRAWN,UBS SECURITIES LLC,FINANCIAL ANALYSTS,ANALYST/LEVERAGED FINANCE GROUP,Y,62566
941,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,68203
942,WITHDRAWN,UBS SECURITIES LLC,FINANCIAL ANALYSTS,ANALYST/GLOBAL INDUSTRIALS GROUP,Y,62566
943,CERTIFIED-WITHDRAWN,UNIVERSITY OF MICHIGAN,BIOCHEMISTS AND BIOPHYSICISTS,ASSISTANT RESEARCH SCIENTIST,Y,38293
944,CERTIFIED-WITHDRAWN,"TECHNIP USA, INC.",CIVIL ENGINEERS,GRADUATE DESIGN ENGINEER,Y,59446
945,CERTIFIED-WITHDRAWN,MOODY'S ANALYTICS,OPERATIONS RESEARCH ANALYSTS,FINANCIAL ENGINEER (ASSOCIATE),Y,56950
946,CERTIFIED-WITHDRAWN,"MEDTECH STAFFING & SOLUTIONS, INC",MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,55556.8
947,WITHDRAWN,LSI CORPORATION,ELECTRICAL ENGINEERS,SYS APPS ENGR 2,Y,83462
948,WITHDRAWN,UBS SECURITIES LLC,FINANCIAL ANALYSTS,ANALYST/HEALTHCARE GROUP,Y,62566
949,CERTIFIED-WITHDRAWN,ERICSSON INC.,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",ENGINEER - SERVICES SOFTWARE,Y,52808
950,CERTIFIED-WITHDRAWN,"BROKEN HILL PROPRIETARY (USA), INC.","GEOSCIENTISTS, EXCEPT HYDROLOGISTS AND GEOGRAPHERS",GEOPHYSICIST,Y,78894
951,CERTIFIED-WITHDRAWN,KA-SAPSOLUTIONS INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,58490
952,CERTIFIED-WITHDRAWN,VIGILANT TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,DATA ANALYST,Y,59488
953,CERTIFIED-WITHDRAWN,UNIVERSITY OF COLORADO,CHEMISTS,RESEARCH ASSOCIATE,Y,29286
954,CERTIFIED-WITHDRAWN,"ELSTER SOLUTIONS, LLC",ARCHITECTURAL AND ENGINEERING MANAGERS,DIRECTOR - FIELD SERVICES,Y,107182
955,CERTIFIED-WITHDRAWN,"ZALONI, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,63419
956,CERTIFIED-WITHDRAWN,EMC CORPORATION,"COMPUTER OCCUPATIONS, ALL OTHER*",STORAGE OPERATIONS SPECIALIST,Y,63794
957,CERTIFIED-WITHDRAWN,UNIVERSITY OF UTAH,"BIOLOGICAL SCIENTISTS, ALL OTHER",POSDOCTORAL FELLOW,Y,37336
958,CERTIFIED-WITHDRAWN,COLORADO MESA UNIVERSITY,MARKET RESEARCH ANALYSTS AND MARKETING,ENROLLMENT MARKETING ANALYST,Y,35027
959,CERTIFIED-WITHDRAWN,WASHINGTON STATE UNIVERSITY,BIOCHEMISTS AND BIOPHYSICISTS,ASSISTANT RESEARCH PROFESSOR,Y,39458
960,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF GEORGIA,MICROBIOLOGISTS,ASSISTANT RESEARCH SCIENTIST,Y,37149
961,CERTIFIED-WITHDRAWN,GOOGLE INC.,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER,Y,84115
962,CERTIFIED-WITHDRAWN,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,BIOCHEMISTS AND BIOPHYSICISTS,ASSISTANT RESEARCH SCIENTIST,Y,50348
963,CERTIFIED-WITHDRAWN,"OMRON AUTOMOTIVE ELECTRONICS, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER - DEVELOPMENT,Y,58115
964,CERTIFIED-WITHDRAWN,"ROCKWELL COLLINS, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER,Y,61027
965,CERTIFIED-WITHDRAWN,LOYOLA UNIVERSITY OF CHICAGO,BIOCHEMISTS AND BIOPHYSICISTS,RESEARCH ASSOCIATE,Y,38293
966,CERTIFIED-WITHDRAWN,THE FLORIDA STATE UNIVERSITY,PHYSICISTS,POSTDOCTORAL RESEARCH ASSOCIATE,Y,40435
967,CERTIFIED-WITHDRAWN,LUMILEDS LIGHTING LLC,ARCHITECTURAL AND ENGINEERING MANAGERS,DIRECTOR OF MANUFACTURING,Y,141898
968,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER,Y,92019
969,WITHDRAWN,UNIVERSITY OF NEW HAMPSHIRE,ATMOSPHERIC AND SPACE SCIENTISTS,RESEARCH SCIENTIST II,Y,54163
970,CERTIFIED-WITHDRAWN,BETH ISRAEL DEACONESS MEDICAL CENTER,"BIOLOGICAL SCIENTISTS, ALL OTHER",RESEARCH FELLOW / RESEARCH FELLOW,Y,33010
971,WITHDRAWN,"ORACLE AMERICA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),Y,99653
972,CERTIFIED-WITHDRAWN,"DELTA DENTAL PLAN OF MICHIGAN, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER - APPLICATION DEVELOPMENT,Y,93683
973,CERTIFIED-WITHDRAWN,BUMBLE BEE FOODS LLC,PURCHASING MANAGERS,SENIOR PROCUREMENT ANALYST,Y,66165
974,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),Y,79102
975,WITHDRAWN,"MOUSER ELECTRONICS, INC.",COMPUTER PROGRAMMERS,DEVELOPER I,Y,40643
976,CERTIFIED-WITHDRAWN,GOOGLE INC.,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER,Y,84115
977,CERTIFIED-WITHDRAWN,"SDLC MANAGEMENT, INC.",COMPUTER SYSTEMS ANALYSTS,QA ANALYST,Y,61360
978,CERTIFIED-WITHDRAWN,ABBOTT LABORATORIES,COMPUTER SYSTEMS ANALYSTS,SENIOR SYSTEMS ANALYST,Y,79102
979,CERTIFIED-WITHDRAWN,UNIVERSITY OF WISCONSIN-MILWAUKEE,"ENVIRONMENTAL SCIENCE AND PROTECTION TECHNICIANS,",RESEARCH SPECIALIST,Y,30098
980,CERTIFIED-WITHDRAWN,"MINDWAVE SOLUTIONS, INC",COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,40602
981,CERTIFIED-WITHDRAWN,LINKEDIN CORPORATION,OPERATIONS RESEARCH ANALYSTS,OPERATIONS RESEARCHER,Y,56950
982,CERTIFIED-WITHDRAWN,MELLON CAPITAL MANAGEMENT CORPORATION,FINANCIAL ANALYSTS,SENIOR RESEARCH ANALYST,Y,144747
983,CERTIFIED-WITHDRAWN,JACOBS ENGINEERING GROUP INC.,CONSTRUCTION MANAGERS,STRUCTURAL ENGINEER 3,Y,70138
984,CERTIFIED,DEAN FOODS COMPANY,COMPUTER SYSTEMS ANALYSTS,"SOLUTION CONFIGURATION DEVELOPMENT LEAD, SR. MANAGER",Y,98904
985,CERTIFIED-WITHDRAWN,UNIVERSITY OF COLORADO,"BUSINESS TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,43430
986,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.",ACCOUNTANTS AND AUDITORS,ACCOUNTANT (TAX ACCOUNTANT 3-FIN),Y,69451
987,WITHDRAWN,UNIVERSITY OF KANSAS MEDICAL CENTER,BIOLOGICAL TECHNICIANS,SENIOR RESEARCH ASSOCIATE,Y,40289.6
988,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",FINANCIAL MANAGERS,FINANCIAL MANAGEMENT ASSOCIATE,Y,94078
989,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),Y,105040
990,CERTIFIED-WITHDRAWN,"SPI RESEARCH AND DEVELOPMENT SERVICES, LLC",COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,76378
991,CERTIFIED-WITHDRAWN,UNIVERSITY OF MARYLAND COLLEGE PARK,MICROBIOLOGISTS,RESEARCH ASSOCIATE,Y,37148.8
992,CERTIFIED-WITHDRAWN,PARKER HANNIFIN CORPORATION,OPERATIONS RESEARCH ANALYSTS,TECHNICAL SALES ASSOCIATE,Y,44928
993,CERTIFIED-WITHDRAWN,CITIGROUP GLOBAL MARKETS INC.,FINANCIAL MANAGERS,S&T ASSOCIATE,Y,94078
994,CERTIFIED-WITHDRAWN,BARCLAYS SERVICES CORP.,COMPUTER SYSTEMS ANALYSTS,"ANALYST, GLOBAL TECHNOLOGY",Y,58906
995,CERTIFIED-WITHDRAWN,EMC CORPORATION,MARKET RESEARCH ANALYSTS AND MARKETING,MARKETING SPECIALIST (SENIOR PRODUCT MANAGER),Y,71490
996,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"MANAGERS, ALL OTHER",PROGRAM MANAGER,Y,72821
997,CERTIFIED-WITHDRAWN,"SG AMERICAS SECURITIES, LLC",FINANCIAL ANALYSTS,TRADER,Y,88213
998,CERTIFIED-WITHDRAWN,"GAMELOFT, INC.",MULTIMEDIA ARTISTS AND ANIMATORS,SENIOR USER INTERFACE ARTIST,Y,79414
999,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF TEXAS AT AUSTIN,"FOREIGN LANGUAGE AND LITERATURE TEACHERS,",ASSISTANT PROFESSOR,Y,38420
1000,CERTIFIED-WITHDRAWN,"SG AMERICAS SECURITIES, LLC",FINANCIAL ANALYSTS,SALESPERSON,Y,113859
